패턴	글자수	단어수	예시단어(최대5개)
ㅅㅇㅇㅇ	4	20	싶었어요,소용없어,살았어요,살아있어,싫었어요
ㅈㄱㅇㅇ	4	20	좋겠어요,지금이야,죽겠어요,주겠어요,즐거움을
ㄹㅅ	2	19	렉시,리사,루시,로스,로사
ㅍㅅ	2	19	평생,피쉬,피셔,퍼시,평소
ㅍㅈ	2	19	편지,표정,피자,팔지,편집
ㄱㄷㅎ	3	19	거대한,간단한,간단히,감당할,가득한
ㄱㄹㅅ	3	19	그래서,그렇소,걸려서,그러셔,그러실
ㄱㅇㅎ	3	19	기억해,가야해,기억할,고약한,가야할
ㄷㄷㅇ	3	19	드디어,대답을,대답은,더더욱,단둘이
ㅁㄴㄱ	3	19	만나고,만나게,만나기,뭐냐고,만났고
ㅂㄴㅇ	3	19	보냈어,보네요,보내요,바늘을,봤나요
ㅅㄷㄹ	3	19	서둘러,속도를,속도로,상대로,상대를
ㅅㅈㅎ	3	19	솔직히,시작해,시작할,소중한,시작한
ㅇㄴㄴ	3	19	아내는,어느날,아니네,언니는,아니냐
ㅇㅎㅈ	3	19	원하지,일하지,의학적,원하죠,안했지
ㅈㅊㅇ	3	19	지쳤어,전체에,전체의,접촉을,전차에
ㅈㅇㅎㄱ	4	19	좋아하고,좋아하게,중요한건,중요한게,중요하게
ㄲㄴ	2	18	끝난,꽤나,끝날,꺼내,끝낼
ㄷㅊ	2	18	대체,닥쳐,대충,다친,도착
ㅇㅉ	2	18	일찍,어쩔,어찌,왼쪽,어째
ㅇㅌ	2	18	인턴,이틀,여태,온통,암튼
ㄱㄱㅎ	3	18	궁금해,건강한,궁금한,공격해,공격할
ㄱㄷㄴ	3	18	같다는,그대는,감독님,간다는,견뎌낼
ㄴㄱㅈ	3	18	누군지,누구죠,누구지,나가자,나가지
ㄷㄷㅎ	3	18	대단한,대단해,대단히,대답해,단단히
ㄷㄹㄷ	3	18	데려다,다른데,달렸다,동료들,드루드
ㄷㅇㅅ	3	18	더이상,뒤에서,둘이서,들어서,돌아서
ㄷㅎㅇ	3	18	대학에,대하여,당했어,다했어,대학을
ㅁㅈㄹ	3	18	문제를,모자를,모조리,문제로,모자라
ㅁㅊㅇ	3	18	미쳤어,멈춰요,멍청아,멍청이,망쳤어
ㅂㄹㄴ	3	18	바라는,부르는,불리는,바라네,버리는
ㅅㅅㄴ	3	18	선생님,섹스는,선상님,실수는,식사는
ㅈㄹㄴ	3	18	자리는,자라는,저러는,잘라내,자르는
ㅊㄷㅇ	3	18	침대에,충동을,충돌이,최대의,차들이
ㅊㄹㅇ	3	18	차례야,처럼요,치료에,차려요,차량을
ㅊㅇㄱ	3	18	차이가,치우고,찾아가,철이가,채우고
ㅎㅈㄴ	3	18	환자는,해주는,하자는,했잖니,하지는
ㄱㄹㅇㅇ	4	18	그랬어요,걸렸어요,그레이요,그레이와,그레이의
ㄱㅈㅇㅇ	4	18	거잖아요,가져왔어,가져와요,가족이야,가졌어요
ㄴㅇㅇㅇ	4	18	나왔어요,늦었어요,남았어요,날이에요,넣었어요
ㅇㄴㄱㅇ	4	18	있는거야,아닌가요,아니고요,아니구요,아니군요
ㅇㅅㅎㄱ	4	18	이상하게,약속할게,이상하군,인사하고,용서하고
ㅇㅇㄴㅇ	4	18	있었나요,일어나요,않았나요,일어났어,알아냈어
ㅈㅇㄱㅇ	4	18	죽일거야,좋을거야,죽을거야,좋은거야,주인공이
ㅁㅁ	2	17	말만,몇몇,머물,미미,명만
ㅊㄴ	2	17	찾는,차는,치는,창녀,채널
ㅊㅁ	2	17	창문,치면,차마,치마,참말
ㅌㄷ	2	17	텐데,테디,테다,태도,털도
ㅍㄷ	2	17	포드,피도,팬더,푸딩,판단
ㄱㅅㄴ	3	17	교수님,가시는,계시는,검사는,계시니
ㄱㅅㄷ	3	17	갑시다,가셔도,계신데,관심도,검사도
ㄱㅇㅅ	3	17	같아서,곳에서,길에서,걸어서,곁에서
ㄴㄱㄴ	3	17	나가는,누구나,누구냐,누구니,누구는
ㅁㄹㄷ	3	17	몰라도,모른다,미란다,뭐라도,머리도
ㅂㅅㄱ	3	17	박사가,버스가,베스가,박상길,방송국
ㅂㅅㄴ	3	17	박사님,박사는,베스는,봐서는,방사능
ㅂㅈㅎ	3	17	복잡한,부족해,부족한,복잡해,부족할
ㅅㄷㄱ	3	17	싶다고,상대가,싫다고,쉴드가,산다고
ㅅㄹㄴ	3	17	소리는,살리는,소리냐,새라는,소리나
ㅅㅅㄷ	3	17	상상도,수술도,선수들,수술대,섹스도
ㅇㄱㅁ	3	17	이것만,이기면,얘기만,있구만,이거면
ㅇㄱㅎ	3	17	얘기해,얘기할,용감한,얘기한,얘기함
ㅇㄹㅎ	3	17	이러한,연락해,연락할,영리한,유력한
ㅇㅂㄹ	3	17	일부러,올바른,여봐라,일부를,오베린
ㅇㅅㅈ	3	17	아시죠,아셨죠,오셨죠,오시죠,오사장
ㅊㅇㄴ	3	17	찾아낼,찾아낸,찾았나,찾아내,치우는
ㅎㄱㄷ	3	17	하거든,했거든,하겠다,학교도,하기도
ㅎㅇㄹ	3	17	힘으로,호의를,헤일리,혐의로,회의를
ㄱㅇㅇㅇ	4	17	같았어요,거였어요,갔었어요,금요일에,곳이에요
ㅅㄱㅇㅇ	4	17	상관없어,생각이야,생겼어요,시간이야,상관이야
ㅇㄷㅇㅇ	4	17	어딨어요,어디있어,엉덩이에,아들이야,안됐어요
ㅇㄹㄷㅇ	4	17	아름다운,오랫동안,아름다워,우리들의,우리들은
ㅈㅈㅎㄱ	4	17	진지하게,진정하고,집중하고,정직하게,조종하고
ㅇㄲ	2	16	아까,어깨,아깐,올까,알까
ㄱㅂㅎ	3	16	과분한,개발한,공부해,고백할,공부할
ㄱㅈㄴ	3	16	과장님,공주님,가지는,같지는,국장님
ㄴㅂㅇ	3	16	나밖에,눈빛이,눈빛을,너밖에,낭비야
ㄷㄴㄷ	3	16	됩니다,되는데,됐는데,드는데,듣는데
ㅂㄱㅎ	3	16	발견한,보고해,발견할,불과해,비겁한
ㅂㅅㄹ	3	16	복수를,버스를,병실로,병사를,베스를
ㅂㅈㄱ	3	16	보자고,보자구,붙잡고,부자가,발자국
ㅅㄹㄷ	3	16	사람들,사람도,소리도,사랑도,소리다
ㅅㅇㅎ	3	16	싫어해,사용할,사악한,사용해,싫어할
ㅆㅇㅇ	3	16	싸움을,썼어요,싸움은,싸워야,싸움이
ㅇㄴㄹ	3	16	아니라,아내를,아니란,오너라,언니를
ㅇㅁㄱ	3	16	엄마가,의미가,악마가,임무가,의무가
ㅇㅁㄴ	3	16	얼마나,어머니,엄마는,어머나,아무나
ㅇㅎㄹ	3	16	이후로,오히려,영화를,일하러,이해를
ㅈㄷㄹ	3	16	제대로,절대로,정도로,죽도록,좋더라
ㅎㄱㄴ	3	16	하거나,하겠네,학교는,하겠나,하고는
ㅎㄱㅈ	3	16	한가지,하겠지,했겠지,한거지,하겠죠
ㅎㅇㄷ	3	16	하워드,후에도,해야돼,했었다,행운도
ㅅㄱㅎㄱ	4	16	생각하고,생각하게,심각하게,사과하고,생각하기
ㅅㅅㅎㄱ	4	16	수술하고,수술하기,섹스하고,수술하게,섹시하게
ㅇㅅㅎㅈ	4	16	이상하지,용서하지,약속하지,용서해줘,익숙하지
ㅇㅇㄴㄷ	4	16	있었는데,알았는데,않았는데,일입니다,없었는데
ㅇㅇㄷㄱ	4	16	있었다고,알았다고,않았다고,없었다고,아이들과
ㅇㅇㅅㅇ	4	16	있으세요,있어서요,앉으세요,않으세요,없으세요
ㄸㄴ	2	15	떠날,때는,또는,떠나,떠난
ㅇㅋ	2	15	유코,아캄,알콜,오케,워커
ㅌㅅ	2	15	택시,테사,타스,특수,통신
ㅍㅎ	2	15	폐하,피해,편히,피할,평화
ㄱㄱㅈ	3	15	거겠지,거겠죠,그거지,그거죠,가겠지
ㄱㄴㄱ	3	15	그녀가,거냐고,가는게,겁나게,가는거
ㄴㄱㄹ	3	15	누구랑,누구를,내기를,날개를,나가라
ㄷㅂㅇ	3	15	덕분에,돌봐야,도박을,답변을,대변을
ㄷㅎㄱ	3	15	다하고,대화가,당하고,대학교,대회가
ㅁㄴㅇ	3	15	만났어,만나요,만났을,만나야,맞나요
ㅁㅂㅇ	3	15	맥박이,맥박은,못봤어,마법의,마법이
ㅂㅇㅁ	3	15	받으면,봤으면,보이면,밤이면,받으며
ㅇㄷㅅ	3	15	어디서,애디슨,여동생,에디슨,앤더슨
ㅇㅂㄴ	3	15	아버님,일부는,왕비님,왕비는,안부나
ㅇㅃㅇ	3	15	아빠의,아빠와,아빠야,예뻐요,이빨을
ㅇㅎㅅ	3	15	위해서,위해선,원해서,의해서,인해서
ㅇㅎㅎ	3	15	위험한,이해할,이해해,위험해,위험할
ㅈㄹㄹ	3	15	자리를,자리로,자료를,장례를,진료를
ㅈㅅㄷ	3	15	자식들,자신도,진실된,자식도,장소도
ㅈㅎㅈ	3	15	전해줘,잡히지,잘하지,전해질,정해진
ㅊㅇㅈ	3	15	찾았지,찾았죠,책임질,침입자,책임자
ㅎㄹㄱ	3	15	하려고,하라고,하루가,할려고,흘리고
ㅎㅅㄱ	3	15	하시고,한시간,회사가,하시기,형사가
ㅎㅇㄱ	3	15	하여간,헤이글,회의가,하여금,하이고
ㅎㅈㄹ	3	15	환자를,해줄래,환자랑,환자로,화재로
ㅁㅇㄱㅇ	4	15	말인가요,매일같이,말이군요,망원경을,먹을거야
ㅅㄱㅎㅈ	4	15	생각하지,생각했죠,생각했지,생각하죠,상관하지
ㅈㅇㄹㄱ	4	15	죽이려고,자유롭게,잡으려고,중이라고,죽이라고
ㄴㅂ	2	14	내부,낭비,노바,나비,네빌
ㄴㅊ	2	14	눈치,놓친,놓칠,낮춰,납치
ㄹㄷ	2	14	루디,런던,레드,리드,로드
ㅁㅂ	2	14	매번,마법,말빈,몇분,맥박
ㅅㅋ	2	14	싱크,시켜,실컷,시킬,스콧
ㅌㄴ	2	14	테니,타는,토니,터널,테냐
ㅌㅎ	2	14	통해,특히,통화,토할,통한
ㄱㄴㄷ	3	14	겁니다,갑니다,가는데,갔는데,그녀도
ㄲㅇㅇ	3	14	끝이야,꿈이야,꺼에요,끊어야,끝없이
ㄷㄱㄱ	3	14	두개골,되겠군,당기고,대가가,도구가
ㄷㄹㄹ	3	14	다리를,데리러,달러를,들러리,다리로
ㄷㅇㄷ	3	14	되었다,들었다,들여다,들어도,대원들
ㄸㅇㅇ	3	14	뜻이야,딸이야,뛰어요,때였어,떴어요
ㅁㅅㄹ	3	14	목소리,마실래,메스를,미소를,마시러
ㅁㅅㅎ	3	14	무사히,명심해,맹세해,무시할,무시해
ㅂㄷㄹ	3	14	보도록,반대로,바다를,복도를,별다른
ㅂㅈㄹ	3	14	반지를,범죄를,바지를,부자로,범죄로
ㅅㄴㄱ	3	14	소녀가,수녀가,신나게,수년간,사는게
ㅅㅈㄹ	3	14	실제로,세자르,숫자를,상자를,숙제를
ㅅㅊㄹ	3	14	상처를,시체를,셔츠를,센츄럴,산채로
ㅇㅂㄱ	3	14	왕비가,여보게,일부가,애비가,웨버가
ㅇㅇㅂ	3	14	알아볼,알아봐,있어봐,열어봐,울어봐
ㅇㅈㅁ	3	14	있지만,없지만,알지만,않지만,아줌마
ㅇㅌㅇ	3	14	인턴이,인턴을,인턴은,안톤은,유태인
ㅈㄱㅎ	3	14	제거할,접근할,지극히,제거해,제거한
ㅈㄷㄴ	3	14	정도는,잘됐네,좋다는,죽다니,준다는
ㅈㄷㅎ	3	14	적당한,적당히,지독한,정당한,중대한
ㅎㄷㄴ	3	14	한다는,하다니,했다는,했더니,하더니
ㅎㅅㄴ	3	14	형사님,하시는,혹시나,회사는,해서는
ㅎㅅㄷ	3	14	합시다,하셨다,하셔도,회사도,한숨도
ㅎㅇㅎ	3	14	확인해,해야할,환영해,확인할,해야해
ㄷㄹㄱㅇ	4	14	드릴게요,데려가야,드래곤을,데려갔어,드래곤의
ㄷㅇㅇㄱ	4	14	들어오게,돌아올게,들어오고,돌아오고,돌아오길
ㅅㄱㅎㅇ	4	14	생각해요,생각했어,수고했어,생각해야,성공했어
ㅇㅇㄹㄱ	4	14	일이라고,않으려고,있으라고,있으려고,어울리고
ㅈㅇㅅㅇ	4	14	잡으세요,제우스의,제이슨은,제이슨이,중이세요
ㄸㅈ	2	13	뛰지,떼지,떨지,딱지,띄지
ㄹㄹ	2	13	로라,래리,로렌,릴리,랄라
ㄹㅂ	2	13	로봇,로비,로빈,루비,루벤
ㄹㅈ	2	13	리젤,리즈,로즈,로자,로지
ㅆㅈ	2	13	쓰지,쏘지,썼지,쓰죠,쓰자
ㄱㄹㅁ	3	13	그러면,거라면,걸리면,그라믄,가려면
ㄱㅁㄱ	3	13	고맙군,고맙게,겁먹고,근무가,고맙긴
ㄱㅂㄹ	3	13	공부를,가버려,곧바로,가보렴,가봐라
ㄱㅊㄹ	3	13	것처럼,가치를,기차를,개처럼,거처럼
ㄲㄴㄱ	3	13	끝나고,끝내고,꺼내고,끝났고,끝났군
ㄴㄱㄱ	3	13	누군가,나가고,나가게,남기고,날개가
ㄷㅅㄹ	3	13	도시를,단서를,도시로,독수리,독소를
ㄷㅊㅇ	3	13	닥쳐요,다쳤어,되찾을,되찾아,대책을
ㅁㄱㄷ	3	13	많거든,말고도,물건들,무기도,묻겠다
ㅁㄴㄷ	3	13	믿는다,맞는데,만났던,만났다,먹는다
ㅁㅈㄷ	3	13	멋지다,멋진데,문제도,뭔지도,묻지도
ㅁㅎㄷ	3	13	말했다,말해도,말했던,말한다,못했다
ㅂㄷㄱ	3	13	봤다고,본다고,방도가,붙들고,바다가
ㅂㅅㅎ	3	13	비슷한,비슷해,발생한,봉쇄해,배신한
ㅂㅎㄱ	3	13	비행기,변화가,방해가,번호가,변하고
ㅅㄷㄴ	3	13	시도는,싶다는,싫다는,산다는,시드니
ㅅㄹㄹ	3	13	소리를,서로를,서류를,승리를,신뢰를
ㅅㅈㄴ	3	13	사장님,서장님,선장님,시저는,시장님
ㅅㅈㄷ	3	13	싶지도,시작된,사진도,실종된,심장도
ㅇㅁㅈ	3	13	얼마죠,의미죠,얼만지,얼마전,얼마지
ㅇㅉㅇ	3	13	이쪽은,이쪽에,안쪽이,위쪽에,왼쪽에
ㅈㅈㄴ	3	13	조지는,존재는,잠자는,죽지는,조조는
ㅈㅊㄱ	3	13	전체가,자체가,장치가,죄책감,정체가
ㅊㄱㄱ	3	13	친구가,친구고,챙기고,최고가,출구가
ㅊㄹㄱ	3	13	치료가,차리고,치르게,치르고,차례가
ㅊㅂㅎ	3	13	충분히,충분한,충분해,출발해,처박혀
ㅊㅇㄹ	3	13	찾으러,참으로,찾아라,총으로,차이를
ㅊㅇㅅ	3	13	찾아서,차에서,찾을수,책에서,체이스
ㅊㅈㅎ	3	13	친절한,철저히,추적해,추잡한,추적할
ㅍㅅㅇ	3	13	평생을,푸시업,평소에,평소와,평소엔
ㅍㅇㄹ	3	13	필요로,피에르,파이를,편의를,편으로
ㅍㅌㅇ	3	13	파티에,폭탄을,폭탄이,폰티액,패턴이
ㅎㅂㄹ	3	13	함부로,해봐라,해볼래,학비를,해보렴
ㅎㅂㅎ	3	13	행복한,행복해,행복할,흥분한,회복할
ㅎㅅㄹ	3	13	헛소리,회사를,현실로,행세를,행사를
ㅎㅅㅎ	3	13	확실히,확실해,확실한,확신할,확신해
ㅎㅇㅈ	3	13	해야지,했었지,해야죠,했었죠,헤어진
ㄱㄱㄷㅇ	4	13	그것들은,그것들이,그것들을,거거든요,같거든요
ㅁㅈㅇㅇ	4	13	문제예요,머지않아,많잖아요,멋졌어요,문제없어
ㅅㄱㄷㅇ	4	13	시간동안,싶거든요,싫거든요,순간들이,생각들을
ㅅㅅㅇㅇ	4	13	사실이야,실수였어,실수예요,소식이야,수술이요
ㅇㄱㅎㄱ	4	13	얘기하고,얘기하기,용감하고,얘기하게,얘기할게
ㅇㄴㄷㅇ	4	13	있는데요,없는데요,아닌데요,왔는데요,않는데요
ㅇㅇㄱㅈ	4	13	않았겠지,있었겠지,있었겠죠,않았겠죠,이야기좀
ㅇㅇㄴㅈ	4	13	있었는지,일어나지,일어날지,않았는지,알아냈지
ㅈㅅㅇㅇ	4	13	진심이야,질색이야,주셨어요,정상이야,정신없이
ㅈㅈㅇㅇ	4	13	지적이야,좋잖아요,집주인이,줬잖아요,전쟁이요
ㄲㅈ	2	12	꺼져,까지,꾸지,끊지,까진
ㄴㄲ	2	12	느낄,느낌,느껴,느낀,낼께
ㄸㄷ	2	12	때도,딸도,뜻도,딴데,떴다
ㅁㅌ	2	12	마티,마틴,매티,미터,매튜
ㅂㅋ	2	12	버크,비켜,바퀴,버키,빕케
ㅃㄱ	2	12	빼고,빨간,뼈가,빼곤,뻗고
ㅃㄹ	2	12	빨리,빠른,뼈를,빨라,빨랑
ㅋㄱ	2	12	크게,크고,키가,코가,크기
ㅋㅂ	2	12	케빈,큐브,켜봐,커버,코바
ㅋㅍ	2	12	커피,쿠퍼,퀼프,커플,카페
ㄱㄷㄷ	3	12	같던데,그들도,것들도,군대도,걔들도
ㄱㅂㄱ	3	12	가볍게,가볼게,경비가,가보고,과부가
ㄱㅎㄷ	3	12	결혼도,기회도,계획도,계획된,구했다
ㄱㅎㅅ	3	12	결혼식,간호사,관해서,구할수,갇혀서
ㄱㅎㅈ	3	12	구하지,구해준,구해줄,강해질,구해줘
ㄲㅇㅈ	3	12	깨우지,끝이죠,끊어진,끝이지,꿈이지
ㄴㄴㄷ	3	12	나는데,너네들,났는데,남는다,냈는데
ㄴㄹㄴ	3	12	내려놔,내리는,노래는,놀리는,나라는
ㄴㄹㄷ	3	12	나라도,노래도,내렸다,내려다,너라도
ㄴㄹㅈ	3	12	내리지,놀라지,놀랍지,놀리지,내려줘
ㄸㅇㅈ	3	12	떨어져,떨어진,뜻이죠,뜻이지,뜻인지
ㅁㄱㄱ	3	12	뭔가가,무기가,맡기고,물고기,매기가
ㅁㄱㄴ	3	12	무기는,말고는,많구나,말거나,믿거나
ㅁㄱㄹ	3	12	뭔가를,무기를,말거라,마가렛,무기로
ㅁㄱㅈ	3	12	몇가지,망가진,믿기지,맡기지,목격자
ㅁㄹㅅ	3	12	물러서,몰라서,모리스,멀리서,멜리사
ㅁㅊㄴ	3	12	마침내,미쳤나,미친놈,미친년,미쳤냐
ㅂㄲㅇ	3	12	볼까요,바꿔야,바꿨어,바깥에,불꽃이
ㅂㄹㅅ	3	12	브루스,불러서,보라색,비로소,바리스
ㅂㅂㄹ	3	12	바바라,바보로,북부를,본부로,복부를
ㅂㅇㅎ	3	12	비열한,불안해,부유한,봐야할,불안한
ㅂㅈㄴ	3	12	반장님,방장님,봐주는,발정난,병장님
ㅅㄹㅈ	3	12	사라진,사라져,사라질,살려줘,소리지
ㅇㄴㅈ	3	12	아니지,있는지,아니죠,왔는지,아닌지
ㅇㄴㅎ	3	12	안녕히,안내해,유능한,용납할,않는한
ㅇㄷㅁ	3	12	있다면,없다면,않다면,안다면,온다면
ㅇㄷㅈ	3	12	어딨지,안되지,어딘지,어디죠,어딨죠
ㅇㄹㅁ	3	12	이러면,우리만,올리면,이름만,오르면
ㅇㅊㄹ	3	12	위치를,위치로,열차를,육체를,일처럼
ㅈㄱㅈ	3	12	죽겠지,좋겠지,죽겠죠,좋겠죠,주겠지
ㅈㄴㄴ	3	12	자네는,지내는,조니는,지냈나,지나는
ㅈㅁㄴ	3	12	재밌는,주머니,자매님,재밌네,지미는
ㅈㅂㄹ	3	12	정보를,준비를,자비를,전부를,장비를
ㅈㅈㄷ	3	12	직장도,줄지도,죽지도,조지도,재주도
ㅈㅊㄹ	3	12	전체를,정체를,조치를,장치를,절차를
ㅈㅎㄹ	3	12	전화를,저희를,전화로,전하를,전해라
ㅊㅂㅇ	3	12	축복을,처벌을,처방을,축복이,출발을
ㅊㅅㄹ	3	12	첫사랑,척수를,체스를,청소를,철사로
ㅊㅅㅎ	3	12	최소한,취소해,충실히,치사한,충실한
ㅊㅇㄷ	3	12	찾았다,차우더,추운데,찾아도,참인데
ㅌㅈㅇ	3	12	통증이,통증을,통증은,탯줄을,투쟁을
ㅍㄹㅅ	3	12	프랑스,필립스,파란색,프랜신,포르쉐
ㅍㅍㅇ	3	12	폭풍이,폭풍을,폼페오,파편이,폭풍의
ㅎㄱㄱ	3	12	효과가,학교가,한계가,헬기가,허가가
ㅎㅈㄷ	3	12	하지도,할지도,환자도,환자들,흔적도
ㄱㅅㅎㄱ	4	12	감시하고,계속하게,감사하고,검사하고,고생하고
ㄱㅈㅎㄱ	4	12	걱정하고,결정하게,걱정할거,간직하고,결정하기
ㄷㅇㅇㄴ	4	12	들어오는,돌아오는,동안이나,돌아왔네,다음에는
ㅁㄹㅇㅇ	4	12	몰랐어요,물론이야,명령이야,마련이야,메리예요
ㅅㄱㅇㄷ	4	12	시간이다,상관없다,생각인데,생각이다,상관인데
ㅇㄱㅅㅇ	4	12	응급실에,일곱신의,응급실을,알고싶어,여기서요
ㅇㄴㄱㅈ	4	12	아니겠지,있는거지,아니겠죠,있는거죠,없는거죠
ㅇㅅㅇㅇ	4	12	오셨어요,의사예요,아셨어요,인생이야,이상이야
ㅇㅇㄱㄷ	4	12	있었거든,없었거든,이야기도,알았거든,않았거든
ㅇㅎㅎㄱ	4	12	이해하고,이해하기,위험하고,위험하게,이해하게
ㅈㅇㄴㄷ	4	12	중입니다,죽었는데,죽이는데,죽였는데,짓입니다
ㅈㅇㅎㅈ	4	12	좋아하지,중요하지,좋아하죠,좋아했죠,좋아했지
ㄲㄹ	2	11	꼬리,꼴로,꺼라,낄래,깔려
ㄷㅋ	2	11	던컨,듀켓,듀크,동크,다크
ㄷㅌ	2	11	닥터,도타,도티,도통,덴트
ㄸㅁ	2	11	때면,때만,똥물,뜨면,뛰면
ㅂㄲ	2	11	볼까,바꿀,바꿔,바뀔,바깥
ㅇㅃ	2	11	아빠,오빠,예쁜,아빤,예뻐
ㅈㅍ	2	11	작품,제프,재판,제품,전파
ㅋㄴ	2	11	코니,코너,키는,커녕,컸네
ㅋㄷ	2	11	코드,카드,키도,크다,코도
ㅋㅅ	2	11	키스,캐시,커서,콜슨,칼슨
ㅌㅁ	2	11	토미,타미,타면,토멘,테면
ㅍㅌ	2	11	피터,파티,피타,폭탄,피트
ㅎㅍ	2	11	하필,하퍼,한판,해피,형편
ㄱㅁㄷ	3	11	고맙다,그만둬,그만들,그만둘,고맙단
ㄱㅁㅎ	3	11	그만해,가만히,그만한,기막힌,경미한
ㄲㄴㅈ	3	11	끝나지,꺼내지,끝내줘,끝내자,끝났지
ㄲㅈㅇ	3	11	껍질을,꺼져요,깨졌어,끝장을,꽉잡아
ㄴㄲㅈ	3	11	느껴져,느끼지,날까지,나까지,너까지
ㄴㄷㄱ	3	11	놔두고,낫다고,난다고,늑대가,놀다가
ㄷㄱㅈ	3	11	되겠지,되겠죠,된거죠,두가지,된거지
ㄷㄹㅅ	3	11	드레스,드려서,돌려서,들러서,들려서
ㄷㅅㄱ	3	11	당신과,단서가,두시간,도시가,드시고
ㅁㄴㅈ	3	11	만나지,만나자,만났죠,맞는지,만났지
ㅁㄹㄹ	3	11	머리를,미래를,미래로,마리를,무료로
ㅁㄹㅈ	3	11	모르지,모르죠,몰랐지,몰랐죠,말랬지
ㅁㅈㅈ	3	11	만지지,문제죠,문제지,멋지지,멋지죠
ㅁㅊㄹ	3	11	멈춰라,말처럼,마취를,마차를,모처럼
ㅂㄱㄱ	3	11	번개가,벗기고,불구가,비교가,봉기가
ㅂㄱㄴ	3	11	보겠네,반갑네,보구나,불가능,보게나
ㅂㄱㅈ	3	11	바가지,비교적,받겠죠,반갑지,보겠지
ㅂㄴㄷ	3	11	봤는데,봅니다,보는데,빕니다,보냈다
ㅂㄴㅈ	3	11	보내지,보내줘,보냈지,보냈죠,보내줄
ㅂㅌㄹ	3	11	배터리,보트를,빅터를,봉투를,배트록
ㅅㄴㄷ	3	11	사는데,신난다,삽니다,샀는데,손님들
ㅅㅌㄱ	3	11	상태가,산타가,스타가,세탁기,사태가
ㅇㄲㅇ	3	11	어깨에,이끌어,올께요,올까요,아까운
ㅇㅁㄷ	3	11	아무도,아마도,엄마도,의미도,아만다
ㅇㅊㅎ	3	11	우치하,예측할,일치해,요청한,위치한
ㅇㅍㅇ	3	11	아파요,아픔을,아팠어,연필을,원판이
ㅈㅁㄷ	3	11	잘못된,잘못도,재밌다,잘못될,재미도
ㅈㅂㄱ	3	11	준비가,정보가,정부가,저보고,전부가
ㅈㅍㅇ	3	11	재판을,작품을,재판이,작품은,작품이
ㅈㅎㄴ	3	11	저희는,잘하는,전화는,잘했네,잘하네
ㅈㅎㄷ	3	11	잘한다,잘했다,전화도,저희도,잡혔다
ㅈㅎㅎ	3	11	정확히,전화해,정확한,전화할,전화한
ㅊㄹㄹ	3	11	차라리,치료를,차려라,차례로,철로를
ㅊㅁㅇ	3	11	천만에,창문을,창문이,최면을,천만의
ㅊㅇㅎ	3	11	참여할,추악한,참여해,침입한,촬영해
ㅊㅊㅎ	3	11	천천히,침착해,침착히,추천해,축축한
ㅊㅎㄱ	3	11	착하게,착하고,철학과,취하고,척하고
ㅋㅇㅇ	3	11	컸어요,케익을,카인의,카이의,키웠어
